CO2SM.Pressure,CO2SM.Temperature,CO2SM.CO2_Enthalpy,CO2SM.CO2_Entropy,CO2SM.Enthalpy,CO2SM.Entropy,CO2SM.status,graph.error
31.213101,406.859132,-395510.142675,-44.829167,-94529.1928,-10.714428,0,0
16.59875,728.782538,-374972.354841,-1.842557,-89620.5437,-0.440382,0,0
13.650874,746.407447,-373895.334246,1.263591,-89363.1296,0.302005,0,0
10.233313,982.425425,-361046.262715,18.651714,-86292.1278,4.457867,0,0
19.373892,713.827404,-375906.724884,-4.441312,-89843.8635,-1.061499,0,0
24.695326,787.075217,-372133.128423,-1.482043,-88941.9523,-0.354217,0,0
28.759992,742.344669,-374736.347534,-6.205319,-89564.1366,-1.483107,0,0
23.166882,341.623913,-400700.098448,-57.2696,-95769.622,-13.687763,0,0
17.880662,812.053246,-370544.680354,3.277842,-88562.3041,0.783423,0,0
8.23031,659.285782,-378110.45191,-0.522586,-90370.5669,-0.124901,0,0
32.254438,524.527781,-387363.791749,-27.361916,-92582.1682,-6.539655,0,0
22.5954,667.102823,-378598.236855,-9.634911,-90487.1503,-2.302799,0,0
12.584118,552.662519,-383937.151396,-13.632002,-91763.1815,-3.258127,0,0
21.25613,504.669989,-387522.585427,-24.497344,-92620.1208,-5.855006,0,0
11.311385,763.802222,-372866.878595,4.206022,-89117.3228,1.005263,0,0
8.040756,759.578668,-372933.186209,6.979189,-89133.1707,1.668066,0,0
26.696418,958.507382,-362655.742078,8.726144,-86676.8026,2.085598,0,0
26.483081,912.354945,-365237.746636,6.036057,-87293.9165,1.442652,0,0
19.599198,996.889714,-360403.528769,13.731907,-86138.5107,3.282005,0,0
32.890622,372.690762,-398562.656024,-52.971492,-95258.761,-12.66049,0,0
30.447852,752.660939,-374220.365776,-6.010205,-89440.814,-1.436473,0,0
13.217328,441.066134,-390033.738129,-26.353131,-93220.3007,-6.298549,0,0
24.629668,572.16151,-383970.202904,-19.035048,-91771.081,-4.549486,0,0
29.45502,463.795794,-391035.198612,-34.134259,-93459.6555,-8.158284,0,0
9.071599,491.968111,-386619.000001,-16.19541,-92404.1587,-3.870796,0,0
24.248916,614.538785,-381577.450708,-14.873667,-91199.1995,-3.554892,0,0
14.668708,956.686195,-362552.668402,14.028772,-86652.1674,3.352957,0,0
11.247884,335.765151,-397515.76525,-45.13983,-95008.5481,-10.788678,0,0
9.012036,345.970623,-394909.879258,-36.376013,-94385.7264,-8.694076,0,0
14.329313,363.66003,-395875.96695,-41.558037,-94616.6269,-9.932609,0,0
14.18548,902.672502,-365506.662358,11.137037,-87358.1889,2.661816,0,0
11.593522,386.391812,-393007.306929,-32.679205,-93931.0007,-7.810517,0,0
10.028194,821.898732,-369734.194367,9.172165,-88368.5933,2.1922,0,0
11.061378,397.429349,-392137.98135,-30.157136,-93723.2269,-7.207728,0,0
14.355231,421.245956,-391465.787022,-30.245798,-93562.5686,-7.228919,0,0
22.008477,344.277603,-400296.746622,-55.882876,-95673.2186,-13.356328,0,0
10.929793,738.174862,-374196.306102,2.723481,-89435.0636,0.650928,0,0
30.397044,701.225435,-377080.747334,-9.932232,-90124.4616,-2.37386,0,0
11.543615,699.786568,-376236.075975,-0.570652,-89922.5803,-0.136389,0,0
33.867043,519.43242,-387801.213886,-28.578752,-92686.7146,-6.830486,0,0
9.859545,450.421689,-388885.50711,-21.645605,-92945.8669,-5.173424,0,0
32.451842,976.803519,-361692.611219,7.987184,-86446.6088,1.908983,0,0
28.705892,685.148398,-377904.604967,-10.630495,-90321.3683,-2.540749,0,0
27.538541,537.045953,-386230.317698,-23.996163,-92311.2614,-5.735221,0,0
34.538788,717.356293,-376327.855781,-9.977999,-89944.5162,-2.384799,0,0
26.105029,415.04644,-394203.130948,-40.566873,-94216.8095,-9.695715,0,0
25.712282,396.388532,-395709.959637,-44.193953,-94576.9502,-10.562608,0,0
31.098342,586.536582,-383593.756709,-20.272331,-91681.1082,-4.845204,0,0
15.317679,309.278496,-403452.298921,-64.35105,-96427.4137,-15.38027,0,0
20.240639,511.583532,-387006.11163,-23.111535,-92496.6806,-5.523789,0,0
34.874017,382.576272,-397844.404225,-51.404968,-95087.0947,-12.286082,0,0
23.792693,398.457755,-395211.579966,-42.502306,-94457.8346,-10.158295,0,0
16.288688,370.946412,-395896.310813,-42.259176,-94621.4892,-10.100185,0,0
22.412197,412.35909,-393802.760222,-38.676822,-94121.1186,-9.243982,0,0
8.126784,428.928355,-389668.630992,-21.993099,-93133.038,-5.256477,0,0
9.948129,540.830889,-384258.498495,-12.347984,-91839.9853,-2.951239,0,0
18.35348,376.949774,-395960.074973,-43.036583,-94636.7292,-10.28599,0,0
18.657538,962.969767,-362279.470774,12.243892,-86586.8716,2.92636,0,0
22.190103,682.626485,-377732.84842,-8.20063,-90280.3175,-1.959998,0,0
31.450384,994.590339,-360673.944036,9.301102,-86203.1415,2.223017,0,0
29.837741,777.431938,-372824.728561,-4.009205,-89107.2487,-0.958223,0,0
10.322958,980.301937,-361164.871166,18.456823,-86320.4759,4.411287,0,0
21.93286,535.10743,-385837.625867,-21.494441,-92217.4058,-5.137295,0,0
24.938833,361.37991,-398896.509099,-52.461377,-95338.5538,-12.53857,0,0
8.642465,306.706114,-402529.911017,-60.094174,-96206.9577,-14.362852,0,0
30.327019,883.625145,-366914.43652,2.972927,-87694.655,0.710547,0,0
17.401667,368.026129,-396581.462151,-44.440206,-94785.2443,-10.621464,0,0
27.051144,642.773717,-380177.587653,-13.553332,-90864.6242,-3.239324,0,0
14.944468,991.146271,-360650.809863,15.822062,-86197.6123,3.781563,0,0
21.06265,597.300483,-382304.334518,-14.923205,-91372.9289,-3.566732,0,0
21.800687,541.398195,-385467.90085,-20.76048,-92129.0394,-4.961874,0,0
24.725434,915.384927,-365036.647697,6.858433,-87245.8527,1.639205,0,0
27.371293,933.025605,-364095.881991,6.983175,-87021.0043,1.669019,0,0
19.854327,747.255412,-374125.527048,-2.210187,-89418.147,-0.528247,0,0
31.178566,772.479521,-373139.540252,-4.799945,-89182.4905,-1.147214,0,0
10.640669,919.108561,-364520.034154,14.665781,-87122.3791,3.505206,0,0
27.997222,947.450513,-363295.515008,7.634762,-86829.712,1.824752,0,0
14.903391,342.865005,-398768.731413,-49.938155,-95308.0142,-11.935505,0,0
29.228174,762.915092,-373611.902974,-4.851349,-89295.3879,-1.1595,0,0
16.952994,927.406476,-364214.537302,11.022513,-87049.3636,2.634444,0,0
15.622372,816.644291,-370218.921646,4.828811,-88484.4459,1.154113,0,0
30.537244,506.795751,-388328.027602,-28.812452,-92812.6261,-6.886341,0,0
29.951697,680.391867,-378223.716974,-11.460382,-90397.6379,-2.739097,0,0
23.098004,515.093791,-387111.693615,-24.31884,-92521.9153,-5.812342,0,0
13.678355,499.002394,-386894.792126,-19.9151,-92470.0746,-4.759823,0,0
20.604211,890.136286,-366350.826616,6.989106,-87559.949,1.670436,0,0
20.776731,432.100988,-392032.671743,-34.00619,-93698.0573,-8.127674,0,0
15.097559,528.512886,-385483.731432,-17.929054,-92132.823,-4.285147,0,0
21.86085,646.765753,-379662.743524,-10.979788,-90741.5735,-2.624232,0,0
16.118308,331.206861,-400876.514298,-56.461444,-95811.7864,-13.494609,0,0
22.377668,749.020306,-374132.229816,-3.238501,-89419.749,-0.77402,0,0
34.075281,796.698964,-371862.811062,-3.955303,-88877.3449,-0.94534,0,0
8.992727,381.227097,-392513.31753,-29.751131,-93812.9344,-7.110691,0,0
33.9621,654.047039,-379879.852121,-15.016477,-90793.4637,-3.589024,0,0
24.084377,969.74826,-361987.691166,10.324079,-86517.1346,2.467514,0,0
20.621756,740.938942,-374499.463262,-3.035079,-89507.5199,-0.725401,0,0
25.964337,491.045695,-388873.42581,-28.696725,-92942.9794,-6.858682,0,0
12.632549,354.703958,-396015.490379,-41.318435,-94649.9738,-9.875343,0,0
7.558715,877.93435,-366654.937727,15.177062,-87632.6333,3.627405,0,0
24.501435,806.416772,-371063.667898,-0.071499,-88686.3451,-0.017089,0,0
10.913719,648.35794,-378860.126804,-3.999724,-90549.7435,-0.955957,0,0
11.786295,539.070958,-384555.175475,-14.244274,-91910.8928,-3.404463,0,0
18.963582,783.919154,-372107.233647,0.817502,-88935.7633,0.195388,0,0
10.835466,858.988854,-367777.755549,10.846708,-87900.9932,2.592425,0,0
16.724578,346.834769,-398914.788995,-50.804721,-95342.9228,-12.14262,0,0
25.098768,419.179514,-393721.96258,-39.172578,-94101.8075,-9.362471,0,0
11.47925,813.161752,-370254.907811,7.395494,-88493.0468,1.767565,0,0
20.446907,738.699301,-374613.26597,-3.116545,-89534.7194,-0.744872,0,0
12.494517,647.209134,-379031.044878,-5.379225,-90590.5939,-1.285666,0,0
30.484622,650.032349,-379947.459285,-14.202076,-90809.6222,-3.394378,0,0
15.905769,605.164559,-381485.667974,-11.280337,-91177.2629,-2.696065,0,0
28.007442,641.246535,-380313.965551,-14.056564,-90897.2193,-3.359599,0,0
21.426214,838.231985,-369226.670565,3.322266,-88247.2922,0.794041,0,0
17.226581,891.43562,-366198.152456,8.703507,-87523.459,2.080188,0,0
7.885397,400.223446,-391122.655927,-25.283278,-93480.5583,-6.042848,0,0
26.382369,751.958729,-374121.535094,-4.636998,-89417.1929,-1.108269,0,0
15.981649,710.044328,-375939.648362,-2.868701,-89851.7324,-0.685636,0,0
10.129709,501.082223,-386303.949403,-16.419067,-92328.8598,-3.924251,0,0
29.496161,716.14616,-376215.896125,-8.452752,-89917.7572,-2.020256,0,0
30.668312,570.686729,-384487.073762,-21.703048,-91894.6161,-5.187153,0,0
28.118619,413.846175,-394579.612707,-41.9274,-94306.7908,-10.020889,0,0
22.306511,819.008289,-370306.451344,1.671597,-88505.366,0.399521,0,0
22.527048,863.889462,-367844.472358,4.512961,-87916.9389,1.078624,0,0
10.521592,745.137292,-373810.847571,3.561963,-89342.9368,0.85133,0,0
13.920125,308.985103,-403356.265242,-63.79281,-96404.4611,-15.246847,0,0
15.136583,619.156184,-380688.332717,-9.573407,-90986.6952,-2.288099,0,0
16.510322,375.43301,-395532.003657,-41.352381,-94534.4177,-9.883456,0,0
16.775906,468.028018,-389075.790827,-25.949356,-92991.3458,-6.202045,0,0
12.925351,533.79348,-384957.851585,-15.722956,-92007.1347,-3.757877,0,0
31.992963,428.470675,-393870.346885,-41.05623,-94137.2722,-9.812674,0,0
32.719971,623.703044,-381549.141346,-17.314052,-91192.4334,-4.138158,0,0
33.226071,514.495341,-388063.023084,-28.937502,-92749.2885,-6.916229,0,0
22.696918,910.923825,-365245.644354,7.376834,-87295.8041,1.763106,0,0
33.764695,989.340246,-360993.24223,8.342749,-86279.4556,1.993965,0,0
25.767367,408.738723,-394666.503927,-41.613711,-94327.5583,-9.945916,0,0
15.174579,823.676001,-369824.077566,5.557643,-88390.0759,1.328308,0,0
20.209062,520.471935,-386494.487508,-22.108134,-92374.3995,-5.283971,0,0
9.272586,424.380951,-390153.720186,-24.095553,-93248.9771,-5.758975,0,0
16.0892,638.260258,-379749.002542,-8.580205,-90762.1899,-2.050718,0,0
34.234961,928.43639,-364451.892694,4.610408,-87106.0929,1.101914,0,0
27.922393,841.859153,-369194.885135,1.057387,-88239.6953,0.252722,0,0
32.646245,661.690612,-379390.050906,-13.934332,-90676.3984,-3.330385,0,0
27.468753,402.986483,-395393.415351,-43.780791,-94501.2943,-10.46386,0,0
29.212803,993.055766,-360738.601898,9.893734,-86218.5951,2.364659,0,0
24.804528,801.288286,-371354.988103,-0.540389,-88755.9723,-0.129156,0,0
14.479774,926.056651,-364233.779518,12.353772,-87053.9626,2.952622,0,0
34.688804,924.814167,-364662.570901,4.264756,-87156.4462,1.019301,0,0
13.085476,882.202869,-366591.66979,10.608972,-87617.5119,2.535605,0,0
19.092921,475.646805,-388965.79263,-26.651177,-92965.0556,-6.369784,0,0
16.821291,668.337812,-378201.818754,-6.579858,-90392.4041,-1.572624,0,0
25.92182,378.652221,-397353.89424,-48.481862,-94969.86,-11.587443,0,0
8.181954,706.103607,-375711.448399,3.041468,-89797.1913,0.726928,0,0
18.024169,459.666574,-389771.671615,-27.962592,-93157.6653,-6.68322,0,0
11.119731,592.82495,-381727.133726,-8.775606,-91234.9746,-2.09742,0,0
25.623348,686.771173,-377674.958178,-9.330223,-90266.4814,-2.229977,0,0
31.055638,844.576469,-369114.062389,0.2168,-88220.3782,0.051816,0,0
32.356397,948.805784,-363276.718388,6.368134,-86825.2195,1.522021,0,0
17.096227,719.451185,-375494.679543,-2.812547,-89745.3823,-0.672215,0,0
14.064595,774.25245,-372433.432094,2.934818,-89013.7266,0.701438,0,0
16.233499,441.84609,-390559.098323,-28.979267,-93345.8648,-6.926211,0,0
22.719078,323.378453,-402491.220732,-62.579511,-96197.7105,-14.956862,0,0
15.555391,373.533835,-395383.231077,-40.643154,-94498.8602,-9.713947,0,0
24.354553,897.793522,-366008.400525,5.918677,-87478.1072,1.414598,0,0
30.225981,734.288374,-375234.502106,-7.310756,-89683.1984,-1.747313,0,0
24.296826,790.818436,-371914.713163,-1.064652,-88889.7498,-0.254458,0,0
10.771591,831.335067,-369258.227548,9.144838,-88254.8345,2.185669,0,0
17.532039,366.378961,-396802.70454,-45.078463,-94838.1225,-10.774011,0,0
34.891386,337.586286,-401668.078982,-62.040501,-96000.9749,-14.828036,0,0
26.434352,735.729477,-375016.893521,-5.857682,-89631.1887,-1.40002,0,0
7.955147,673.925157,-377345.776538,0.906019,-90187.8051,0.216544,0,0
28.298648,564.412591,-384687.768527,-21.409742,-91942.5833,-5.117051,0,0
25.474283,568.547752,-384239.77384,-19.77761,-91835.51,-4.726962,0,0
17.323161,326.51072,-401683.090337,-59.146655,-96004.5627,-14.13639,0,0
