,mass flow (kg/s),mole flow (kmol/s),mole percent CO2 (%),mole percent H2O (%),mole percent N2 (%),mole percent O2 (%),pressure (bar),temperature (K),volumetric flow (m**3/s)
g22,556.5870118974475,19.678650577951526,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.0464946743126315,559.1159551883919,874.1669088777171
g23,1113.174023794895,39.35730115590305,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.0464946693126316,550.7173296346273,1722.071650951296
g24,1113.174023794895,39.35730115590305,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.0464946693126316,522.7827011779689,1634.7211552314968
g25,1113.174023794895,39.35730115590305,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.0115336804728283,518.8360168271087,1678.4533056410169
g26,1113.174023794895,39.35730115590305,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.011350621061005,516.9147148371218,1672.5405073475529
g27,1113.174023794895,39.35730115590305,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.010181334371402,513.8065418376436,1664.407962870588
g28,1113.174023794895,39.35730115590305,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.01,480.81239336019166,1557.8074436154675
g29,1113.174023794895,39.35730115590305,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.01,413.5292946013608,1339.8136615843505
g30,1113.174023794895,39.35730115590305,4.013693713124437,8.630816663197892,75.02842206573861,12.327067557939044,1.01,387.06641136279995,1254.0752799248019
hp01,134.55283358860046,7.4688172256329315,,100.0,,,244.00000000000003,439.7716861441843,0.14708602676651217
hp02,134.55283358860046,7.4688172256329315,,100.0,,,243.9126892161662,507.4046821973737,0.1600082307031036
hp03,134.55283358860046,7.4688172256329315,,100.0,,,243.82922389721108,511.2194268837886,0.16093646974218634
hp04,134.55283358860046,7.4688172256329315,,100.0,,,243.74717473030066,532.1805304340598,0.16656752251844734
hp05,134.55283358860046,7.4688172256329315,,100.0,,,243.66778540532815,547.1953627959864,0.171281225244039
hp06,134.55283358860046,7.4688172256329315,,100.0,,,243.59046002866225,559.8212182627227,0.1758171962397421
hp06b,134.55283358860046,7.4688172256329315,,100.0,,,173.59046002866225,559.3319781444881,0.17795042382825443
hp07,134.55283358860046,7.4688172256329315,,100.0,,,173.59046002866225,627.2415197247218,1.0859449480481966
hp08,134.55283358860046,7.4688172256329315,,100.0,,,173.42071061248618,658.5906316361,1.563217572726899
hp09,134.55283358860046,7.4688172256329315,,100.0,,,173.18280658200305,735.86967113887,2.1532794131058632
hp10,134.55283358860046,7.4688172256329315,,100.0,,,172.84976081214793,797.6527651988549,2.50459243025314
hp11,134.55283358860046,7.4688172256329315,,100.0,,,172.45564703690098,859.5175402318401,2.817237230408771
ip01,35.92197431341581,1.9939725784676012,,100.0,,,43.85,436.1254520974592,0.0396156697534561
ip02,35.92197431341581,1.9939725784676012,,100.0,,,43.43034073456734,460.19782869543326,0.04074876297882462
ip03,19.426603708695264,1.0783403704352783,,100.0,,,43.43034073456734,460.19782869543326,0.022036931018948346
ip04,16.495370604720538,0.9156322080323225,,100.0,,,43.43034073456734,460.19782869543326,0.018711831959876263
ip05,19.426603708695264,1.0783403704352783,,100.0,,,42.43282626355903,514.3177699999028,0.02390682478506028
ip06,19.426603708695264,1.0783403704352783,,100.0,,,42.43282626355903,527.435447302972,0.9114483444445691
ip07,19.426603708695264,1.0783403704352783,,100.0,,,42.26434372457869,559.9977117745907,1.0322753233803383
ip08,153.18557557912297,8.503091574436976,,100.0,,,24.001660884085194,578.3222336809706,16.01656083518297
ip09,153.18557557912297,8.503091574436976,,100.0,,,22.99312995407573,705.6851107285487,21.14757029506535
ip10,153.18557557912297,8.503091574436976,,100.0,,,19.52106847538526,857.7121261661891,30.759526950917067
ip11,134.55283358860046,7.4688172256329315,,100.0,,,24.001660884085194,585.0659093817883,14.276112128136164
ip12,0.09956909685556435,0.00552692474696837,,100.0,,,24.001660884085194,585.0659093817883,0.010564322974820762
ip13,0.6574251449139096,0.036492640964442935,,100.0,,,24.001660884085194,585.0659093817883,0.06975308385807412
ip14,0.036867476403276526,0.0020464559198234236,,100.0,,,24.001660884085194,585.0659093817883,0.003911654723109309
ip15,133.75897187042773,7.424751204001699,,100.0,,,24.001660884085194,585.0659093817883,14.191883066580163
lp01,136.76958670888055,7.591865722258024,,100.0,,,6.550000000000001,353.0689011947299,0.1406965650888616
lp02,136.76958670888055,7.591865722258024,,100.0,,,6.550000000000001,407.5219846120876,0.14686398025829323
lp03,16.495370604720538,0.9156322080323225,,100.0,,,43.43034073456734,325.6733197259351,0.016683640315218344
lp04,153.26495731360106,8.507497930290345,,100.0,,,6.550000000000001,398.8907327542706,0.16328695355631656
lp05,153.26495731360106,8.507497930290345,,100.0,,,6.550000000000001,435.4346835656702,8.063629842233027
lp06,170.47480790201627,9.462789804100534,,100.0,,,6.550000000000001,435.4346835656702,0.18832742578795458
lp08,35.92197431341581,1.9939725784676012,,100.0,,,6.550000000000001,435.4346835656702,0.03968382797976224
lp09,134.55283358860046,7.4688172256329315,,100.0,,,6.550000000000001,435.4346835656702,0.14864359780819233
lp10,38.64448394580572,2.1450948276022195,,100.0,,,6.550000000000001,435.43468632737427,11.225350283885257
lp11,38.64448394580572,2.1450948276022195,,100.0,,,6.550000000000001,557.0011395749556,14.894829659962586
lp12,55.85433453422091,3.100386701412407,,100.0,,,6.000000000000001,431.97647726522246,3.7424632424106528
lp13,209.11929184782198,11.607884631702753,,100.0,,,6.550000000000001,435.4346835656702,11.413677617107476
